judet,data,categorie_pers,total_doze,astra,pfizer,moderna
Prahova,2021-03-17,toate,2509,147,1792,570
Prahova,2021-03-18,1,127,1,101,25
Prahova,2021-03-18,2,1915,127,1421,367
Prahova,2021-03-18,3,17,11,2,4
Prahova,2021-03-18,toate,2059,139,1524,396
Prahova,toate,1,1247,184,976,87
Prahova,toate,2,35030,3732,26841,4457
Prahova,toate,3,70,27,31,12
Prahova,toate,toate,36347,3943,27848,4556
Salaj,2021-03-01,1,7,5,2,0
Salaj,2021-03-01,2,389,85,304,0
Salaj,2021-03-01,3,0,0,0,0
Salaj,2021-03-01,toate,396,90,306,0
Salaj,2021-03-02,1,3,0,3,0
Salaj,2021-03-02,2,379,70,309,0
Salaj,2021-03-02,3,0,0,0,0
Salaj,2021-03-02,toate,382,70,312,0
Salaj,2021-03-03,1,4,2,2,0
Salaj,2021-03-03,2,369,18,351,0
Salaj,2021-03-03,3,0,0,0,0
Salaj,2021-03-03,toate,373,20,353,0
Salaj,2021-03-04,1,3,1,2,0
Salaj,2021-03-04,2,465,19,346,100
Salaj,2021-03-04,3,0,0,0,0
Salaj,2021-03-04,toate,468,20,348,100
Salaj,2021-03-05,1,9,4,5,0
Salaj,2021-03-05,2,525,86,349,90
Salaj,2021-03-05,3,0,0,0,0
Salaj,2021-03-05,toate,534,90,354,90
Salaj,2021-03-06,1,22,5,17,0
Salaj,2021-03-06,2,558,65,403,90
Salaj,2021-03-06,3,0,0,0,0
Salaj,2021-03-06,toate,580,70,420,90
Salaj,2021-03-07,1,5,2,3,0
Salaj,2021-03-07,2,529,48,381,100
Salaj,2021-03-07,3,0,0,0,0
Salaj,2021-03-07,toate,534,50,384,100
Salaj,2021-03-08,1,98,3,95,0
Salaj,2021-03-08,2,503,47,406,50
Salaj,2021-03-08,3,1,0,1,0
Salaj,2021-03-08,toate,602,50,502,50
Salaj,2021-03-09,1,8,1,7,0
Salaj,2021-03-09,2,525,89,406,30
Salaj,2021-03-09,3,0,0,0,0
Salaj,2021-03-09,toate,533,90,413,30
Salaj,2021-03-10,1,32,0,32,0
Salaj,2021-03-10,2,532,50,432,50
Salaj,2021-03-10,3,1,0,1,0
Salaj,2021-03-10,toate,565,50,465,50
Salaj,2021-03-11,1,7,0,7,0
Salaj,2021-03-11,2,530,10,490,30
Salaj,2021-03-11,3,1,0,1,0
Salaj,2021-03-11,toate,538,10,498,30
Salaj,2021-03-12,1,21,1,13,7
Salaj,2021-03-12,2,612,79,420,113
Salaj,2021-03-12,3,0,0,0,0
Salaj,2021-03-12,toate,633,80,433,120
Salaj,2021-03-13,1,10,0,9,1
Salaj,2021-03-13,2,493,60,387,46
Salaj,2021-03-13,3,0,0,0,0
Salaj,2021-03-13,toate,503,60,396,47
Salaj,2021-03-14,1,10,0,10,0
Salaj,2021-03-14,2,506,57,409,40
Salaj,2021-03-14,3,3,3,0,0
Salaj,2021-03-14,toate,519,60,419,40
Salaj,2021-03-15,1,9,0,9,0
Salaj,2021-03-15,2,590,72,478,40
Salaj,2021-03-15,3,88,88,0,0
Salaj,2021-03-15,toate,687,160,487,40
Salaj,2021-03-16,1,19,1,15,3
Salaj,2021-03-16,2,570,47,407,116
Salaj,2021-03-16,3,77,72,4,1
Salaj,2021-03-16,toate,666,120,426,120
Salaj,2021-03-17,1,17,3,14,0
Salaj,2021-03-17,2,486,41,425,20
Salaj,2021-03-17,3,81,76,5,0
Salaj,2021-03-17,toate,584,120,444,20
Salaj,2021-03-18,1,18,2,16,0
Salaj,2021-03-18,2,545,53,483,9
Salaj,2021-03-18,3,81,75,5,1
Salaj,2021-03-18,toate,644,130,504,10
Salaj,toate,1,302,30,261,11
Salaj,toate,2,9106,996,7186,924
Salaj,toate,3,333,314,17,2
Salaj,toate,toate,9741,1340,7464,937
Satu-Mare,2021-03-01,1,29,7,22,0
Satu-Mare,2021-03-01,2,573,137,436,0
Satu-Mare,2021-03-01,3,4,0,4,0
Satu-Mare,2021-03-01,toate,606,144,462,0
Satu-Mare,2021-03-02,1,20,10,10,0
Satu-Mare,2021-03-02,2,592,152,440,0
Satu-Mare,2021-03-02,3,0,0,0,0
Satu-Mare,2021-03-02,toate,612,162,450,0
Satu-Mare,2021-03-03,1,17,3,14,0
Satu-Mare,2021-03-03,2,566,58,508,0
Satu-Mare,2021-03-03,3,0,0,0,0
Satu-Mare,2021-03-03,toate,583,61,522,0
Satu-Mare,2021-03-04,1,44,4,40,0
Satu-Mare,2021-03-04,2,666,39,627,0
Satu-Mare,2021-03-04,3,0,0,0,0
Satu-Mare,2021-03-04,toate,710,43,667,0
Satu-Mare,2021-03-05,1,48,6,25,17
Satu-Mare,2021-03-05,2,718,102,466,150
Satu-Mare,2021-03-05,3,3,0,0,3
Satu-Mare,2021-03-05,toate,769,108,491,170
Satu-Mare,2021-03-06,1,15,4,7,4
Satu-Mare,2021-03-06,2,643,124,413,106
Satu-Mare,2021-03-06,3,0,0,0,0
Satu-Mare,2021-03-06,toate,658,128,420,110
Satu-Mare,2021-03-07,1,9,1,6,2
Satu-Mare,2021-03-07,2,644,67,409,168
Satu-Mare,2021-03-07,3,0,0,0,0
Satu-Mare,2021-03-07,toate,653,68,415,170
Satu-Mare,2021-03-08,1,37,2,35,0
Satu-Mare,2021-03-08,2,667,117,511,39
Satu-Mare,2021-03-08,3,1,0,0,1
Satu-Mare,2021-03-08,toate,705,119,546,40
Satu-Mare,2021-03-09,1,120,0,118,2
Satu-Mare,2021-03-09,2,779,127,604,48
Satu-Mare,2021-03-09,3,0,0,0,0
Satu-Mare,2021-03-09,toate,899,127,722,50
Satu-Mare,2021-03-10,1,9,3,6,0
Satu-Mare,2021-03-10,2,595,75,480,40
Satu-Mare,2021-03-10,3,0,0,0,0
Satu-Mare,2021-03-10,toate,604,78,486,40
Satu-Mare,2021-03-11,1,12,0,12,0
Satu-Mare,2021-03-11,2,571,38,503,30
Satu-Mare,2021-03-11,3,1,0,1,0
Satu-Mare,2021-03-11,toate,584,38,516,30
Satu-Mare,2021-03-12,1,10,1,9,0
Satu-Mare,2021-03-12,2,649,97,542,10
Satu-Mare,2021-03-12,3,1,0,1,0
Satu-Mare,2021-03-12,toate,660,98,552,10
Satu-Mare,2021-03-13,1,15,0,14,1
Satu-Mare,2021-03-13,2,573,76,478,19
Satu-Mare,2021-03-13,3,0,0,0,0
Satu-Mare,2021-03-13,toate,588,76,492,20
Satu-Mare,2021-03-14,1,10,0,10,0
Satu-Mare,2021-03-14,2,520,78,422,20
Satu-Mare,2021-03-14,3,0,0,0,0
Satu-Mare,2021-03-14,toate,530,78,432,20
Satu-Mare,2021-03-15,1,29,1,28,0
Satu-Mare,2021-03-15,2,855,84,642,129
Satu-Mare,2021-03-15,3,4,1,3,0
Satu-Mare,2021-03-15,toate,888,86,673,129
Satu-Mare,2021-03-16,1,33,4,27,2
Satu-Mare,2021-03-16,2,863,84,611,168
Satu-Mare,2021-03-16,3,2,0,2,0
Satu-Mare,2021-03-16,toate,898,88,640,170
Satu-Mare,2021-03-17,1,65,0,64,1
Satu-Mare,2021-03-17,2,773,67,546,160
Satu-Mare,2021-03-17,3,4,2,2,0
Satu-Mare,2021-03-17,toate,842,69,612,161
Satu-Mare,2021-03-18,1,81,0,79,2
Satu-Mare,2021-03-18,2,777,61,584,132
Satu-Mare,2021-03-18,3,20,6,8,6
Satu-Mare,2021-03-18,toate,878,67,671,140
Satu-Mare,toate,1,603,46,526,31
Satu-Mare,toate,2,12024,1583,9222,1219
Satu-Mare,toate,3,40,9,21,10
Satu-Mare,toate,toate,12667,1638,9769,1260
Sibiu,2021-03-01,1,34,12,22,0
Sibiu,2021-03-01,2,803,285,518,0
Sibiu,2021-03-01,3,0,0,0,0
Sibiu,2021-03-01,toate,837,297,540,0
Sibiu,2021-03-02,1,43,12,31,0
Sibiu,2021-03-02,2,777,277,500,0
Sibiu,2021-03-02,3,0,0,0,0
Sibiu,2021-03-02,toate,820,289,531,0
Sibiu,2021-03-03,1,20,19,1,0
Sibiu,2021-03-03,2,769,262,507,0
Sibiu,2021-03-03,3,1,0,1,0
Sibiu,2021-03-03,toate,790,281,509,0
Sibiu,2021-03-04,1,24,6,18,0
Sibiu,2021-03-04,2,854,181,463,210
Sibiu,2021-03-04,3,0,0,0,0
Sibiu,2021-03-04,toate,878,187,481,210
Sibiu,2021-03-05,1,12,8,4,0
Sibiu,2021-03-05,2,761,189,402,170
Sibiu,2021-03-05,3,0,0,0,0
Sibiu,2021-03-05,toate,773,197,406,170
Sibiu,2021-03-06,1,45,9,32,4
Sibiu,2021-03-06,2,955,162,568,225
Sibiu,2021-03-06,3,0,0,0,0
Sibiu,2021-03-06,toate,1000,171,600,229
Sibiu,2021-03-07,1,10,7,3,0
Sibiu,2021-03-07,2,909,172,567,170
Sibiu,2021-03-07,3,0,0,0,0
Sibiu,2021-03-07,toate,919,179,570,170
Sibiu,2021-03-08,1,135,13,120,2
Sibiu,2021-03-08,2,763,183,522,58
Sibiu,2021-03-08,3,1,0,1,0
Sibiu,2021-03-08,toate,899,196,643,60
Sibiu,2021-03-09,1,96,7,69,20
Sibiu,2021-03-09,2,819,221,558,40
Sibiu,2021-03-09,3,0,0,0,0
Sibiu,2021-03-09,toate,915,228,627,60
Sibiu,2021-03-10,1,63,6,57,0
Sibiu,2021-03-10,2,1054,190,827,37
Sibiu,2021-03-10,3,1,0,1,0
Sibiu,2021-03-10,toate,1118,196,885,37
Sibiu,2021-03-11,1,56,7,49,0
Sibiu,2021-03-11,2,978,176,762,40
Sibiu,2021-03-11,3,0,0,0,0
Sibiu,2021-03-11,toate,1034,183,811,40
Sibiu,2021-03-12,1,63,7,55,1
Sibiu,2021-03-12,2,831,130,672,29
Sibiu,2021-03-12,3,1,0,1,0
Sibiu,2021-03-12,toate,895,137,728,30
Sibiu,2021-03-13,1,22,6,16,0
Sibiu,2021-03-13,2,892,138,722,32
Sibiu,2021-03-13,3,0,0,0,0
Sibiu,2021-03-13,toate,914,144,738,32
Sibiu,2021-03-14,1,35,13,22,0
Sibiu,2021-03-14,2,769,122,617,30
Sibiu,2021-03-14,3,3,0,3,0
Sibiu,2021-03-14,toate,807,135,642,30
Sibiu,2021-03-15,1,123,6,116,1
Sibiu,2021-03-15,2,877,145,673,59
Sibiu,2021-03-15,3,0,0,0,0
Sibiu,2021-03-15,toate,1000,151,789,60
Sibiu,2021-03-16,1,95,6,85,4
Sibiu,2021-03-16,2,1066,119,841,106
Sibiu,2021-03-16,3,18,0,18,0
Sibiu,2021-03-16,toate,1179,125,944,110
Sibiu,2021-03-17,1,73,4,57,12
Sibiu,2021-03-17,2,755,110,628,17
Sibiu,2021-03-17,3,15,5,10,0
Sibiu,2021-03-17,toate,843,119,695,29
Sibiu,2021-03-18,1,67,4,63,0
Sibiu,2021-03-18,2,685,104,578,3
Sibiu,2021-03-18,3,12,10,2,0
Sibiu,2021-03-18,toate,764,118,643,3
Sibiu,toate,1,1016,152,820,44
Sibiu,toate,2,15317,3166,10925,1226
Sibiu,toate,3,52,15,37,0
Sibiu,toate,toate,16385,3333,11782,1270
Suceava,2021-03-01,1,61,0,61,0
Suceava,2021-03-01,2,937,89,848,0
Suceava,2021-03-01,3,0,0,0,0
Suceava,2021-03-01,toate,998,89,909,0
Suceava,2021-03-02,1,58,4,54,0
Suceava,2021-03-02,2,942,75,867,0
Suceava,2021-03-02,3,0,0,0,0
Suceava,2021-03-02,toate,1000,79,921,0
Suceava,2021-03-03,1,37,2,35,0
Suceava,2021-03-03,2,942,59,883,0
Suceava,2021-03-03,3,0,0,0,0
Suceava,2021-03-03,toate,979,61,918,0
Suceava,2021-03-04,1,60,2,58,0
Suceava,2021-03-04,2,887,33,854,0
Suceava,2021-03-04,3,1,0,1,0
Suceava,2021-03-04,toate,948,35,913,0
Suceava,2021-03-05,1,32,3,29,0
Suceava,2021-03-05,2,985,51,906,28
Suceava,2021-03-05,3,2,0,2,0
Suceava,2021-03-05,toate,1019,54,937,28
Suceava,2021-03-06,1,32,5,24,3
Suceava,2021-03-06,2,1150,85,900,165
Suceava,2021-03-06,3,0,0,0,0
Suceava,2021-03-06,toate,1182,90,924,168
Suceava,2021-03-07,1,18,0,18,0
Suceava,2021-03-07,2,1054,39,874,141
Suceava,2021-03-07,3,2,0,2,0
Suceava,2021-03-07,toate,1074,39,894,141
Suceava,2021-03-08,1,75,4,49,22
Suceava,2021-03-08,2,1029,46,876,107
Suceava,2021-03-08,3,0,0,0,0
Suceava,2021-03-08,toate,1104,50,925,129
Suceava,2021-03-09,1,43,6,35,2
Suceava,2021-03-09,2,1049,46,875,128
Suceava,2021-03-09,3,5,1,3,1
Suceava,2021-03-09,toate,1097,53,913,131
Suceava,2021-03-10,1,57,1,53,3
Suceava,2021-03-10,2,1067,37,932,98
Suceava,2021-03-10,3,2,0,1,1
Suceava,2021-03-10,toate,1126,38,986,102
Suceava,2021-03-11,1,45,1,39,5
Suceava,2021-03-11,2,1136,12,1010,114
Suceava,2021-03-11,3,2,0,2,0
Suceava,2021-03-11,toate,1183,13,1051,119
Suceava,2021-03-12,1,45,0,45,0
Suceava,2021-03-12,2,1019,39,920,60
Suceava,2021-03-12,3,8,0,8,0
Suceava,2021-03-12,toate,1072,39,973,60
Suceava,2021-03-13,1,36,3,29,4
Suceava,2021-03-13,2,1151,90,975,86
Suceava,2021-03-13,3,4,0,3,1
Suceava,2021-03-13,toate,1191,93,1007,91
Suceava,2021-03-14,1,36,3,32,1
Suceava,2021-03-14,2,1050,89,923,38
Suceava,2021-03-14,3,0,0,0,0
Suceava,2021-03-14,toate,1086,92,955,39
Suceava,2021-03-15,1,70,2,60,8
Suceava,2021-03-15,2,1460,117,1065,278
Suceava,2021-03-15,3,7,1,5,1
Suceava,2021-03-15,toate,1537,120,1130,287
Suceava,2021-03-16,1,52,0,46,6
Suceava,2021-03-16,2,1525,84,1019,422
Suceava,2021-03-16,3,53,1,50,2
Suceava,2021-03-16,toate,1630,85,1115,430
Suceava,2021-03-17,1,46,0,40,6
Suceava,2021-03-17,2,1304,32,863,409
Suceava,2021-03-17,3,72,11,35,26
Suceava,2021-03-17,toate,1422,43,938,441
Suceava,2021-03-18,1,40,0,38,2
Suceava,2021-03-18,2,1038,33,872,133
Suceava,2021-03-18,3,305,115,86,104
Suceava,2021-03-18,toate,1383,148,996,239
Suceava,toate,1,843,36,745,62
Suceava,toate,2,19725,1056,16462,2207
Suceava,toate,3,463,129,198,136
Suceava,toate,toate,21031,1221,17405,2405
Teleorman,2021-03-01,1,12,3,9,0
Teleorman,2021-03-01,2,545,55,490,0
Teleorman,2021-03-01,3,0,0,0,0
Teleorman,2021-03-01,toate,557,58,499,0
Teleorman,2021-03-02,1,14,1,13,0
Teleorman,2021-03-02,2,521,58,463,0
Teleorman,2021-03-02,3,0,0,0,0
Teleorman,2021-03-02,toate,535,59,476,0
Teleorman,2021-03-03,1,13,2,11,0
Teleorman,2021-03-03,2,526,48,478,0
Teleorman,2021-03-03,3,0,0,0,0
Teleorman,2021-03-03,toate,539,50,489,0
Teleorman,2021-03-04,1,14,0,10,4
Teleorman,2021-03-04,2,649,30,494,125
Teleorman,2021-03-04,3,0,0,0,0
Teleorman,2021-03-04,toate,663,30,504,129
Teleorman,2021-03-05,1,19,0,8,11
Teleorman,2021-03-05,2,669,38,502,129
Teleorman,2021-03-05,3,0,0,0,0
Teleorman,2021-03-05,toate,688,38,510,140
Teleorman,2021-03-06,1,20,8,8,4
Teleorman,2021-03-06,2,746,80,520,146
Teleorman,2021-03-06,3,1,0,1,0
Teleorman,2021-03-06,toate,767,88,529,150
Teleorman,2021-03-07,1,23,6,9,8
Teleorman,2021-03-07,2,704,35,527,142
Teleorman,2021-03-07,3,0,0,0,0
Teleorman,2021-03-07,toate,727,41,536,150
Teleorman,2021-03-08,1,49,13,22,14
Teleorman,2021-03-08,2,624,43,516,65
Teleorman,2021-03-08,3,0,0,0,0
Teleorman,2021-03-08,toate,673,56,538,79
Teleorman,2021-03-09,1,25,4,20,1
Teleorman,2021-03-09,2,663,58,556,49
Teleorman,2021-03-09,3,0,0,0,0
Teleorman,2021-03-09,toate,688,62,576,50
Teleorman,2021-03-10,1,29,0,19,10
Teleorman,2021-03-10,2,718,46,622,50
Teleorman,2021-03-10,3,0,0,0,0
Teleorman,2021-03-10,toate,747,46,641,60
Teleorman,2021-03-11,1,63,0,56,7
Teleorman,2021-03-11,2,630,18,579,33
Teleorman,2021-03-11,3,0,0,0,0
Teleorman,2021-03-11,toate,693,18,635,40
Teleorman,2021-03-12,1,38,3,33,2
Teleorman,2021-03-12,2,630,36,537,57
Teleorman,2021-03-12,3,1,0,0,1
Teleorman,2021-03-12,toate,669,39,570,60
Teleorman,2021-03-13,1,34,3,31,0
Teleorman,2021-03-13,2,676,56,580,40
Teleorman,2021-03-13,3,1,0,1,0
Teleorman,2021-03-13,toate,711,59,612,40
Teleorman,2021-03-14,1,26,1,25,0
Teleorman,2021-03-14,2,685,65,550,70
Teleorman,2021-03-14,3,1,0,1,0
Teleorman,2021-03-14,toate,712,66,576,70
Teleorman,2021-03-15,1,61,3,56,2
Teleorman,2021-03-15,2,674,74,542,58
Teleorman,2021-03-15,3,2,0,2,0
Teleorman,2021-03-15,toate,737,77,600,60
Teleorman,2021-03-16,1,36,4,27,5
Teleorman,2021-03-16,2,797,58,584,155
Teleorman,2021-03-16,3,1,0,1,0
Teleorman,2021-03-16,toate,834,62,612,160
Teleorman,2021-03-17,1,33,0,24,9
Teleorman,2021-03-17,2,683,48,575,60
Teleorman,2021-03-17,3,19,18,1,0
Teleorman,2021-03-17,toate,735,66,600,69
Teleorman,2021-03-18,1,17,3,14,0
Teleorman,2021-03-18,2,618,40,538,40
Teleorman,2021-03-18,3,46,42,4,0
Teleorman,2021-03-18,toate,681,85,556,40
Teleorman,toate,1,526,54,395,77
Teleorman,toate,2,11758,886,9653,1219
Teleorman,toate,3,72,60,11,1
Teleorman,toate,toate,12356,1000,10059,1297
Timis,2021-03-01,1,67,44,23,0
Timis,2021-03-01,2,1282,537,745,0
Timis,2021-03-01,3,0,0,0,0
Timis,2021-03-01,toate,1349,581,768,0
Timis,2021-03-02,1,104,67,37,0
Timis,2021-03-02,2,1197,437,760,0
Timis,2021-03-02,3,0,0,0,0
Timis,2021-03-02,toate,1301,504,797,0
Timis,2021-03-03,1,77,54,23,0
Timis,2021-03-03,2,1182,460,722,0
Timis,2021-03-03,3,0,0,0,0
Timis,2021-03-03,toate,1259,514,745,0
Timis,2021-03-04,1,142,97,26,19
Timis,2021-03-04,2,1269,388,730,151
Timis,2021-03-04,3,0,0,0,0
Timis,2021-03-04,toate,1411,485,756,170
Timis,2021-03-05,1,116,65,36,15
Timis,2021-03-05,2,1482,449,810,223
Timis,2021-03-05,3,0,0,0,0
Timis,2021-03-05,toate,1598,514,846,238
Timis,2021-03-06,1,93,45,46,2
Timis,2021-03-06,2,1498,470,848,180
Timis,2021-03-06,3,0,0,0,0
Timis,2021-03-06,toate,1591,515,894,182
Timis,2021-03-07,1,77,50,27,0
Timis,2021-03-07,2,1374,386,849,139
Timis,2021-03-07,3,0,0,0,0
Timis,2021-03-07,toate,1451,436,876,139
Timis,2021-03-08,1,170,70,99,1
Timis,2021-03-08,2,1474,444,906,124
Timis,2021-03-08,3,2,0,2,0
Timis,2021-03-08,toate,1646,514,1007,125
Timis,2021-03-09,1,144,51,92,1
Timis,2021-03-09,2,1480,474,921,85
Timis,2021-03-09,3,1,0,1,0
Timis,2021-03-09,toate,1625,525,1014,86
Timis,2021-03-10,1,129,42,78,9
Timis,2021-03-10,2,1519,493,985,41
Timis,2021-03-10,3,1,1,0,0
Timis,2021-03-10,toate,1649,536,1063,50
Timis,2021-03-11,1,167,102,62,3
Timis,2021-03-11,2,1442,461,904,77
Timis,2021-03-11,3,0,0,0,0
Timis,2021-03-11,toate,1609,563,966,80
Timis,2021-03-12,1,137,40,91,6
Timis,2021-03-12,2,1475,518,893,64
Timis,2021-03-12,3,0,0,0,0
Timis,2021-03-12,toate,1612,558,984,70
Timis,2021-03-13,1,101,33,67,1
Timis,2021-03-13,2,1288,466,743,79
Timis,2021-03-13,3,0,0,0,0
Timis,2021-03-13,toate,1389,499,810,80
Timis,2021-03-14,1,45,14,31,0
Timis,2021-03-14,2,1273,497,707,69
Timis,2021-03-14,3,1,0,0,1
Timis,2021-03-14,toate,1319,511,738,70
Timis,2021-03-15,1,116,68,41,7
Timis,2021-03-15,2,1715,511,853,351
Timis,2021-03-15,3,687,685,0,2
Timis,2021-03-15,toate,2518,1264,894,360
Timis,2021-03-16,1,68,13,42,13
Timis,2021-03-16,2,1826,457,875,494
Timis,2021-03-16,3,598,596,1,1
Timis,2021-03-16,toate,2492,1066,918,508
Timis,2021-03-17,1,33,8,25,0
Timis,2021-03-17,2,1504,425,789,290
Timis,2021-03-17,3,631,629,2,0
Timis,2021-03-17,toate,2168,1062,816,290
Timis,2021-03-18,1,50,13,28,9
Timis,2021-03-18,2,1579,391,767,421
Timis,2021-03-18,3,739,724,3,12
Timis,2021-03-18,toate,2368,1128,798,442
Timis,toate,1,1836,876,874,86
Timis,toate,2,25859,8264,14807,2788
Timis,toate,3,2660,2635,9,16
Timis,toate,toate,30355,11775,15690,2890
Tulcea,2021-03-01,1,5,5,0,0
Tulcea,2021-03-01,2,236,116,120,0
Tulcea,2021-03-01,3,0,0,0,0
Tulcea,2021-03-01,toate,241,121,120,0
Tulcea,2021-03-02,1,3,2,1,0
Tulcea,2021-03-02,2,211,98,113,0
Tulcea,2021-03-02,3,0,0,0,0
Tulcea,2021-03-02,toate,214,100,114,0
Tulcea,2021-03-03,1,5,4,1,0
Tulcea,2021-03-03,2,313,92,221,0
Tulcea,2021-03-03,3,0,0,0,0
Tulcea,2021-03-03,toate,318,96,222,0
Tulcea,2021-03-04,1,0,0,0,0
Tulcea,2021-03-04,2,344,66,228,50
Tulcea,2021-03-04,3,0,0,0,0
Tulcea,2021-03-04,toate,344,66,228,50
Tulcea,2021-03-05,1,3,2,1,0
Tulcea,2021-03-05,2,332,47,215,70
Tulcea,2021-03-05,3,0,0,0,0
Tulcea,2021-03-05,toate,335,49,216,70
Tulcea,2021-03-06,1,1,0,1,0
Tulcea,2021-03-06,2,352,40,263,49
Tulcea,2021-03-06,3,1,0,0,1
Tulcea,2021-03-06,toate,354,40,264,50
Tulcea,2021-03-07,1,0,0,0,0
Tulcea,2021-03-07,2,321,37,234,50
Tulcea,2021-03-07,3,0,0,0,0
Tulcea,2021-03-07,toate,321,37,234,50
Tulcea,2021-03-08,1,2,0,2,0
Tulcea,2021-03-08,2,291,29,232,30
Tulcea,2021-03-08,3,0,0,0,0
Tulcea,2021-03-08,toate,293,29,234,30
Tulcea,2021-03-09,1,3,1,2,0
Tulcea,2021-03-09,2,391,96,226,69
Tulcea,2021-03-09,3,0,0,0,0
Tulcea,2021-03-09,toate,394,97,228,69
Tulcea,2021-03-10,1,7,0,7,0
Tulcea,2021-03-10,2,378,69,281,28
Tulcea,2021-03-10,3,0,0,0,0
Tulcea,2021-03-10,toate,385,69,288,28
Tulcea,2021-03-11,1,5,0,5,0
Tulcea,2021-03-11,2,427,95,312,20
Tulcea,2021-03-11,3,0,0,0,0
Tulcea,2021-03-11,toate,432,95,317,20
Tulcea,2021-03-12,1,9,0,9,0
Tulcea,2021-03-12,2,451,113,328,10
Tulcea,2021-03-12,3,0,0,0,0
Tulcea,2021-03-12,toate,460,113,337,10
Tulcea,2021-03-13,1,5,0,5,0
Tulcea,2021-03-13,2,409,52,337,20
Tulcea,2021-03-13,3,0,0,0,0
Tulcea,2021-03-13,toate,414,52,342,20
Tulcea,2021-03-14,1,18,0,18,0
Tulcea,2021-03-14,2,370,40,300,30
Tulcea,2021-03-14,3,0,0,0,0
Tulcea,2021-03-14,toate,388,40,318,30
Tulcea,2021-03-15,1,114,3,110,1
Tulcea,2021-03-15,2,478,79,322,77
Tulcea,2021-03-15,3,2,0,0,2
Tulcea,2021-03-15,toate,594,82,432,80
Tulcea,2021-03-16,1,100,1,99,0
Tulcea,2021-03-16,2,530,66,309,155
Tulcea,2021-03-16,3,6,0,6,0
Tulcea,2021-03-16,toate,636,67,414,155
Tulcea,2021-03-17,1,11,0,10,1
Tulcea,2021-03-17,2,466,62,347,57
Tulcea,2021-03-17,3,9,4,3,2
Tulcea,2021-03-17,toate,486,66,360,60
Tulcea,2021-03-18,1,9,0,7,2
Tulcea,2021-03-18,2,444,63,325,56
Tulcea,2021-03-18,3,15,10,3,2
Tulcea,2021-03-18,toate,468,73,335,60
Tulcea,toate,1,300,18,278,4
Tulcea,toate,2,6744,1260,4713,771
Tulcea,toate,3,33,14,12,7
Tulcea,toate,toate,7077,1292,5003,782
Valcea,2021-03-01,1,6,1,5,0
Valcea,2021-03-01,2,527,123,404,0
Valcea,2021-03-01,3,0,0,0,0
Valcea,2021-03-01,toate,533,124,409,0
Valcea,2021-03-02,1,9,5,4,0
Valcea,2021-03-02,2,554,132,422,0
Valcea,2021-03-02,3,0,0,0,0
Valcea,2021-03-02,toate,563,137,426,0
Valcea,2021-03-03,1,10,1,9,0
Valcea,2021-03-03,2,551,122,429,0
Valcea,2021-03-03,3,0,0,0,0
Valcea,2021-03-03,toate,561,123,438,0
Valcea,2021-03-04,1,18,2,9,7
Valcea,2021-03-04,2,665,99,443,123
Valcea,2021-03-04,3,4,0,4,0
Valcea,2021-03-04,toate,687,101,456,130
Valcea,2021-03-05,1,20,2,18,0
Valcea,2021-03-05,2,705,126,430,149
Valcea,2021-03-05,3,2,1,1,0
Valcea,2021-03-05,toate,727,129,449,149
Valcea,2021-03-06,1,32,3,28,1
Valcea,2021-03-06,2,699,81,439,179
Valcea,2021-03-06,3,1,0,1,0
Valcea,2021-03-06,toate,732,84,468,180
Valcea,2021-03-07,1,13,4,8,1
Valcea,2021-03-07,2,735,67,520,148
Valcea,2021-03-07,3,0,0,0,0
Valcea,2021-03-07,toate,748,71,528,149
Valcea,2021-03-08,1,21,7,12,2
Valcea,2021-03-08,2,626,84,456,86
Valcea,2021-03-08,3,0,0,0,0
Valcea,2021-03-08,toate,647,91,468,88
Valcea,2021-03-09,1,31,2,28,1
Valcea,2021-03-09,2,672,121,470,81
Valcea,2021-03-09,3,0,0,0,0
Valcea,2021-03-09,toate,703,123,498,82
Valcea,2021-03-10,1,23,3,20,0
Valcea,2021-03-10,2,767,85,622,60
Valcea,2021-03-10,3,0,0,0,0
Valcea,2021-03-10,toate,790,88,642,60
Valcea,2021-03-11,1,24,6,18,0
Valcea,2021-03-11,2,777,91,666,20
Valcea,2021-03-11,3,0,0,0,0
Valcea,2021-03-11,toate,801,97,684,20
Valcea,2021-03-12,1,35,3,32,0
Valcea,2021-03-12,2,790,92,629,69
Valcea,2021-03-12,3,5,0,4,1
Valcea,2021-03-12,toate,830,95,665,70
Valcea,2021-03-13,1,35,2,32,1
Valcea,2021-03-13,2,703,68,586,49
Valcea,2021-03-13,3,0,0,0,0
Valcea,2021-03-13,toate,738,70,618,50
Valcea,2021-03-14,1,69,2,67,0
Valcea,2021-03-14,2,751,59,622,70
Valcea,2021-03-14,3,1,0,1,0
Valcea,2021-03-14,toate,821,61,690,70
Valcea,2021-03-15,1,16,0,13,3
Valcea,2021-03-15,2,715,77,541,97
Valcea,2021-03-15,3,7,3,4,0
Valcea,2021-03-15,toate,738,80,558,100
Valcea,2021-03-16,1,23,2,17,4
Valcea,2021-03-16,2,830,77,627,126
Valcea,2021-03-16,3,6,2,4,0
Valcea,2021-03-16,toate,859,81,648,130
Valcea,2021-03-17,1,27,2,19,6
Valcea,2021-03-17,2,714,76,604,34
Valcea,2021-03-17,3,7,6,1,0
Valcea,2021-03-17,toate,748,84,624,40
