judet,data,categorie_pers,total_doze,astra,pfizer,moderna
Covasna,2021-03-17,2,449,51,319,79
Covasna,2021-03-17,3,20,19,0,1
Covasna,2021-03-17,toate,475,72,323,80
Covasna,2021-03-18,1,8,1,7,0
Covasna,2021-03-18,2,421,40,274,107
Covasna,2021-03-18,3,89,85,1,3
Covasna,2021-03-18,toate,518,126,282,110
Covasna,toate,1,259,19,225,15
Covasna,toate,2,6450,804,4881,765
Covasna,toate,3,118,104,7,7
Covasna,toate,toate,6827,927,5113,787
Dimbovita,2021-03-01,1,32,14,18,0
Dimbovita,2021-03-01,2,784,238,546,0
Dimbovita,2021-03-01,3,0,0,0,0
Dimbovita,2021-03-01,toate,816,252,564,0
Dimbovita,2021-03-02,1,19,12,7,0
Dimbovita,2021-03-02,2,812,214,598,0
Dimbovita,2021-03-02,3,1,0,1,0
Dimbovita,2021-03-02,toate,832,226,606,0
Dimbovita,2021-03-03,1,40,10,30,0
Dimbovita,2021-03-03,2,781,247,534,0
Dimbovita,2021-03-03,3,0,0,0,0
Dimbovita,2021-03-03,toate,821,257,564,0
Dimbovita,2021-03-04,1,36,7,22,7
Dimbovita,2021-03-04,2,835,203,560,72
Dimbovita,2021-03-04,3,0,0,0,0
Dimbovita,2021-03-04,toate,871,210,582,79
Dimbovita,2021-03-05,1,34,7,27,0
Dimbovita,2021-03-05,2,830,204,566,60
Dimbovita,2021-03-05,3,1,0,1,0
Dimbovita,2021-03-05,toate,865,211,594,60
Dimbovita,2021-03-06,1,13,4,9,0
Dimbovita,2021-03-06,2,968,197,591,180
Dimbovita,2021-03-06,3,0,0,0,0
Dimbovita,2021-03-06,toate,981,201,600,180
Dimbovita,2021-03-07,1,32,14,13,5
Dimbovita,2021-03-07,2,978,202,591,185
Dimbovita,2021-03-07,3,2,0,2,0
Dimbovita,2021-03-07,toate,1012,216,606,190
Dimbovita,2021-03-08,1,48,7,41,0
Dimbovita,2021-03-08,2,849,204,595,50
Dimbovita,2021-03-08,3,0,0,0,0
Dimbovita,2021-03-08,toate,897,211,636,50
Dimbovita,2021-03-09,1,42,13,28,1
Dimbovita,2021-03-09,2,910,231,650,29
Dimbovita,2021-03-09,3,0,0,0,0
Dimbovita,2021-03-09,toate,952,244,678,30
Dimbovita,2021-03-10,1,23,6,12,5
Dimbovita,2021-03-10,2,965,179,702,84
Dimbovita,2021-03-10,3,3,2,0,1
Dimbovita,2021-03-10,toate,991,187,714,90
Dimbovita,2021-03-11,1,39,8,25,6
Dimbovita,2021-03-11,2,939,173,722,44
Dimbovita,2021-03-11,3,3,0,3,0
Dimbovita,2021-03-11,toate,981,181,750,50
Dimbovita,2021-03-12,1,38,12,24,2
Dimbovita,2021-03-12,2,812,125,669,18
Dimbovita,2021-03-12,3,3,0,3,0
Dimbovita,2021-03-12,toate,853,137,696,20
Dimbovita,2021-03-13,1,28,10,17,1
Dimbovita,2021-03-13,2,761,120,622,19
Dimbovita,2021-03-13,3,3,0,3,0
Dimbovita,2021-03-13,toate,792,130,642,20
Dimbovita,2021-03-14,1,19,2,15,2
Dimbovita,2021-03-14,2,762,119,615,28
Dimbovita,2021-03-14,3,0,0,0,0
Dimbovita,2021-03-14,toate,781,121,630,30
Dimbovita,2021-03-15,1,29,2,26,1
Dimbovita,2021-03-15,2,723,131,454,138
Dimbovita,2021-03-15,3,8,0,6,2
Dimbovita,2021-03-15,toate,760,133,486,141
Dimbovita,2021-03-16,1,51,2,47,2
Dimbovita,2021-03-16,2,1122,103,805,214
Dimbovita,2021-03-16,3,10,1,6,3
Dimbovita,2021-03-16,toate,1183,106,858,219
Dimbovita,2021-03-17,1,50,0,39,11
Dimbovita,2021-03-17,2,1139,100,775,264
Dimbovita,2021-03-17,3,26,12,8,6
Dimbovita,2021-03-17,toate,1215,112,822,281
Dimbovita,2021-03-18,1,34,0,34,0
Dimbovita,2021-03-18,2,944,113,713,118
Dimbovita,2021-03-18,3,19,8,9,2
Dimbovita,2021-03-18,toate,997,121,756,120
Dimbovita,toate,1,607,130,434,43
Dimbovita,toate,2,15914,3103,11308,1503
Dimbovita,toate,3,79,23,42,14
Dimbovita,toate,toate,16600,3256,11784,1560
Dolj,2021-03-01,1,77,40,37,0
Dolj,2021-03-01,2,1104,309,795,0
Dolj,2021-03-01,3,0,0,0,0
Dolj,2021-03-01,toate,1181,349,832,0
Dolj,2021-03-02,1,84,23,61,0
Dolj,2021-03-02,2,1226,327,899,0
Dolj,2021-03-02,3,1,0,1,0
Dolj,2021-03-02,toate,1311,350,961,0
Dolj,2021-03-03,1,49,27,22,0
Dolj,2021-03-03,2,1255,300,955,0
Dolj,2021-03-03,3,1,1,0,0
Dolj,2021-03-03,toate,1305,328,977,0
Dolj,2021-03-04,1,98,78,18,2
Dolj,2021-03-04,2,1471,217,876,378
Dolj,2021-03-04,3,3,2,1,0
Dolj,2021-03-04,toate,1572,297,895,380
Dolj,2021-03-05,1,148,118,23,7
Dolj,2021-03-05,2,1404,164,876,364
Dolj,2021-03-05,3,0,0,0,0
Dolj,2021-03-05,toate,1552,282,899,371
Dolj,2021-03-06,1,53,30,21,2
Dolj,2021-03-06,2,1465,262,855,348
Dolj,2021-03-06,3,0,0,0,0
Dolj,2021-03-06,toate,1518,292,876,350
Dolj,2021-03-07,1,58,18,38,2
Dolj,2021-03-07,2,1366,213,885,268
Dolj,2021-03-07,3,2,2,0,0
Dolj,2021-03-07,toate,1426,233,923,270
Dolj,2021-03-08,1,55,22,28,5
Dolj,2021-03-08,2,1313,224,951,138
Dolj,2021-03-08,3,1,0,0,1
Dolj,2021-03-08,toate,1369,246,979,144
Dolj,2021-03-09,1,71,20,48,3
Dolj,2021-03-09,2,1358,182,1022,154
Dolj,2021-03-09,3,0,0,0,0
Dolj,2021-03-09,toate,1429,202,1070,157
Dolj,2021-03-10,1,75,8,64,3
Dolj,2021-03-10,2,1479,174,1225,80
Dolj,2021-03-10,3,0,0,0,0
Dolj,2021-03-10,toate,1554,182,1289,83
Dolj,2021-03-11,1,63,6,57,0
Dolj,2021-03-11,2,1663,124,1438,101
Dolj,2021-03-11,3,0,0,0,0
Dolj,2021-03-11,toate,1726,130,1495,101
Dolj,2021-03-12,1,47,4,41,2
Dolj,2021-03-12,2,1615,155,1314,146
Dolj,2021-03-12,3,2,1,1,0
Dolj,2021-03-12,toate,1664,160,1356,148
Dolj,2021-03-13,1,74,6,67,1
Dolj,2021-03-13,2,1403,129,1186,88
Dolj,2021-03-13,3,1,0,1,0
Dolj,2021-03-13,toate,1478,135,1254,89
Dolj,2021-03-14,1,24,2,22,0
Dolj,2021-03-14,2,1329,121,1148,60
Dolj,2021-03-14,3,2,2,0,0
Dolj,2021-03-14,toate,1355,125,1170,60
Dolj,2021-03-15,1,71,12,56,3
Dolj,2021-03-15,2,1503,151,1256,96
Dolj,2021-03-15,3,4,2,2,0
Dolj,2021-03-15,toate,1578,165,1314,99
Dolj,2021-03-16,1,69,2,54,13
Dolj,2021-03-16,2,1749,119,1314,316
Dolj,2021-03-16,3,3,3,0,0
Dolj,2021-03-16,toate,1821,124,1368,329
Dolj,2021-03-17,1,71,2,66,3
Dolj,2021-03-17,2,1590,107,1297,186
Dolj,2021-03-17,3,15,4,11,0
Dolj,2021-03-17,toate,1676,113,1374,189
Dolj,2021-03-18,1,70,0,70,0
Dolj,2021-03-18,2,1335,103,1231,1
Dolj,2021-03-18,3,21,16,5,0
Dolj,2021-03-18,toate,1426,119,1306,1
Dolj,toate,1,1257,418,793,46
Dolj,toate,2,25628,3381,19523,2724
Dolj,toate,3,56,33,22,1
Dolj,toate,toate,26941,3832,20338,2771
Galati,2021-03-01,1,64,53,11,0
Galati,2021-03-01,2,730,243,487,0
Galati,2021-03-01,3,0,0,0,0
Galati,2021-03-01,toate,794,296,498,0
Galati,2021-03-02,1,9,6,3,0
Galati,2021-03-02,2,690,255,435,0
Galati,2021-03-02,3,0,0,0,0
Galati,2021-03-02,toate,699,261,438,0
Galati,2021-03-03,1,29,14,15,0
Galati,2021-03-03,2,704,227,477,0
Galati,2021-03-03,3,0,0,0,0
Galati,2021-03-03,toate,733,241,492,0
Galati,2021-03-04,1,31,16,15,0
Galati,2021-03-04,2,785,167,548,70
Galati,2021-03-04,3,0,0,0,0
Galati,2021-03-04,toate,816,183,563,70
Galati,2021-03-05,1,42,24,18,0
Galati,2021-03-05,2,875,169,517,189
Galati,2021-03-05,3,0,0,0,0
Galati,2021-03-05,toate,917,193,535,189
Galati,2021-03-06,1,44,5,39,0
Galati,2021-03-06,2,815,184,532,99
Galati,2021-03-06,3,0,0,0,0
Galati,2021-03-06,toate,859,189,571,99
Galati,2021-03-07,1,46,28,18,0
Galati,2021-03-07,2,810,147,561,102
Galati,2021-03-07,3,1,0,1,0
Galati,2021-03-07,toate,857,175,580,102
Galati,2021-03-08,1,103,15,88,0
Galati,2021-03-08,2,782,132,650,0
Galati,2021-03-08,3,0,0,0,0
Galati,2021-03-08,toate,885,147,738,0
Galati,2021-03-09,1,135,7,128,0
Galati,2021-03-09,2,800,130,590,80
Galati,2021-03-09,3,1,0,1,0
Galati,2021-03-09,toate,936,137,719,80
Galati,2021-03-10,1,40,5,33,2
Galati,2021-03-10,2,760,137,585,38
Galati,2021-03-10,3,0,0,0,0
Galati,2021-03-10,toate,800,142,618,40
Galati,2021-03-11,1,17,2,15,0
Galati,2021-03-11,2,786,117,639,30
Galati,2021-03-11,3,0,0,0,0
Galati,2021-03-11,toate,803,119,654,30
Galati,2021-03-12,1,16,2,14,0
Galati,2021-03-12,2,731,101,580,50
Galati,2021-03-12,3,0,0,0,0
Galati,2021-03-12,toate,747,103,594,50
Galati,2021-03-13,1,22,5,17,0
Galati,2021-03-13,2,697,102,565,30
Galati,2021-03-13,3,0,0,0,0
Galati,2021-03-13,toate,719,107,582,30
Galati,2021-03-14,1,29,6,21,2
Galati,2021-03-14,2,755,124,603,28
Galati,2021-03-14,3,0,0,0,0
Galati,2021-03-14,toate,784,130,624,30
Galati,2021-03-15,1,42,9,33,0
Galati,2021-03-15,2,889,116,597,176
Galati,2021-03-15,3,9,5,0,4
Galati,2021-03-15,toate,940,130,630,180
Galati,2021-03-16,1,78,4,74,0
Galati,2021-03-16,2,1014,123,603,288
Galati,2021-03-16,3,7,4,1,2
Galati,2021-03-16,toate,1099,131,678,290
Galati,2021-03-17,1,18,1,17,0
Galati,2021-03-17,2,752,100,480,172
Galati,2021-03-17,3,17,8,1,8
Galati,2021-03-17,toate,787,109,498,180
Galati,2021-03-18,1,38,0,38,0
Galati,2021-03-18,2,958,125,666,167
Galati,2021-03-18,3,21,14,4,3
Galati,2021-03-18,toate,1017,139,708,170
Galati,toate,1,803,202,597,4
Galati,toate,2,14333,2699,10115,1519
Galati,toate,3,56,31,8,17
Galati,toate,toate,15192,2932,10720,1540
Giurgiu,2021-03-01,1,32,4,28,0
Giurgiu,2021-03-01,2,522,100,422,0
Giurgiu,2021-03-01,3,0,0,0,0
Giurgiu,2021-03-01,toate,554,104,450,0
Giurgiu,2021-03-02,1,11,5,6,0
Giurgiu,2021-03-02,2,581,113,468,0
Giurgiu,2021-03-02,3,0,0,0,0
Giurgiu,2021-03-02,toate,592,118,474,0
Giurgiu,2021-03-03,1,16,4,12,0
Giurgiu,2021-03-03,2,557,95,462,0
Giurgiu,2021-03-03,3,0,0,0,0
Giurgiu,2021-03-03,toate,573,99,474,0
Giurgiu,2021-03-04,1,13,1,9,3
Giurgiu,2021-03-04,2,669,107,446,116
Giurgiu,2021-03-04,3,1,0,1,0
Giurgiu,2021-03-04,toate,683,108,456,119
Giurgiu,2021-03-05,1,19,5,14,0
Giurgiu,2021-03-05,2,639,95,454,90
Giurgiu,2021-03-05,3,0,0,0,0
Giurgiu,2021-03-05,toate,658,100,468,90
Giurgiu,2021-03-06,1,11,1,10,0
Giurgiu,2021-03-06,2,737,95,452,190
Giurgiu,2021-03-06,3,0,0,0,0
Giurgiu,2021-03-06,toate,748,96,462,190
Giurgiu,2021-03-07,1,12,4,5,3
Giurgiu,2021-03-07,2,676,109,451,116
Giurgiu,2021-03-07,3,0,0,0,0
Giurgiu,2021-03-07,toate,688,113,456,119
Giurgiu,2021-03-08,1,14,7,7,0
Giurgiu,2021-03-08,2,632,97,485,50
Giurgiu,2021-03-08,3,0,0,0,0
Giurgiu,2021-03-08,toate,646,104,492,50
Giurgiu,2021-03-09,1,17,2,15,0
Giurgiu,2021-03-09,2,669,111,518,40
Giurgiu,2021-03-09,3,1,0,1,0
Giurgiu,2021-03-09,toate,687,113,534,40
Giurgiu,2021-03-10,1,22,5,16,1
Giurgiu,2021-03-10,2,659,103,499,57
Giurgiu,2021-03-10,3,3,0,1,2
Giurgiu,2021-03-10,toate,684,108,516,60
Giurgiu,2021-03-11,1,15,1,14,0
Giurgiu,2021-03-11,2,730,109,591,30
Giurgiu,2021-03-11,3,1,0,1,0
Giurgiu,2021-03-11,toate,746,110,606,30
Giurgiu,2021-03-12,1,29,0,29,0
Giurgiu,2021-03-12,2,653,67,546,40
Giurgiu,2021-03-12,3,1,0,1,0
Giurgiu,2021-03-12,toate,683,67,576,40
Giurgiu,2021-03-13,1,24,3,21,0
Giurgiu,2021-03-13,2,604,56,519,29
Giurgiu,2021-03-13,3,0,0,0,0
Giurgiu,2021-03-13,toate,628,59,540,29
Giurgiu,2021-03-14,1,12,3,9,0
Giurgiu,2021-03-14,2,628,57,531,40
Giurgiu,2021-03-14,3,0,0,0,0
Giurgiu,2021-03-14,toate,640,60,540,40
Giurgiu,2021-03-15,1,27,4,16,7
Giurgiu,2021-03-15,2,748,78,520,150
Giurgiu,2021-03-15,3,10,5,4,1
Giurgiu,2021-03-15,toate,785,87,540,158
Giurgiu,2021-03-16,1,41,6,32,3
Giurgiu,2021-03-16,2,874,74,564,236
Giurgiu,2021-03-16,3,52,48,4,0
Giurgiu,2021-03-16,toate,967,128,600,239
Giurgiu,2021-03-17,1,28,2,21,5
Giurgiu,2021-03-17,2,849,37,657,155
Giurgiu,2021-03-17,3,56,53,3,0
Giurgiu,2021-03-17,toate,933,92,681,160
Giurgiu,2021-03-18,1,23,3,20,0
Giurgiu,2021-03-18,2,714,60,538,116
Giurgiu,2021-03-18,3,59,52,3,4
Giurgiu,2021-03-18,toate,796,115,561,120
Giurgiu,toate,1,366,60,284,22
Giurgiu,toate,2,12141,1563,9123,1455
Giurgiu,toate,3,184,158,19,7
Giurgiu,toate,toate,12691,1781,9426,1484
Gorj,2021-03-01,1,22,0,22,0
Gorj,2021-03-01,2,696,46,650,0
Gorj,2021-03-01,3,0,0,0,0
Gorj,2021-03-01,toate,718,46,672,0
Gorj,2021-03-02,1,20,2,18,0
Gorj,2021-03-02,2,758,44,714,0
Gorj,2021-03-02,3,0,0,0,0
Gorj,2021-03-02,toate,778,46,732,0
Gorj,2021-03-03,1,28,0,28,0
Gorj,2021-03-03,2,794,48,746,0
Gorj,2021-03-03,3,0,0,0,0
Gorj,2021-03-03,toate,822,48,774,0
Gorj,2021-03-04,1,17,1,16,0
Gorj,2021-03-04,2,904,21,764,119
Gorj,2021-03-04,3,0,0,0,0
Gorj,2021-03-04,toate,921,22,780,119
Gorj,2021-03-05,1,43,1,39,3
Gorj,2021-03-05,2,967,30,800,137
Gorj,2021-03-05,3,1,0,1,0
Gorj,2021-03-05,toate,1011,31,840,140
Gorj,2021-03-06,1,50,2,46,2
Gorj,2021-03-06,2,928,28,782,118
Gorj,2021-03-06,3,0,0,0,0
Gorj,2021-03-06,toate,978,30,828,120
Gorj,2021-03-07,1,45,4,31,10
Gorj,2021-03-07,2,954,27,797,130
Gorj,2021-03-07,3,0,0,0,0
Gorj,2021-03-07,toate,999,31,828,140
Gorj,2021-03-08,1,31,4,26,1
Gorj,2021-03-08,2,928,42,777,109
Gorj,2021-03-08,3,1,1,0,0
Gorj,2021-03-08,toate,960,47,803,110
Gorj,2021-03-09,1,41,1,40,0
Gorj,2021-03-09,2,1046,31,846,169
Gorj,2021-03-09,3,1,0,1,0
Gorj,2021-03-09,toate,1088,32,887,169
Gorj,2021-03-10,1,56,2,52,2
Gorj,2021-03-10,2,1169,26,956,187
Gorj,2021-03-10,3,1,1,0,0
Gorj,2021-03-10,toate,1226,29,1008,189
Gorj,2021-03-11,1,56,0,52,4
Gorj,2021-03-11,2,1226,14,1067,145
Gorj,2021-03-11,3,3,0,3,0
Gorj,2021-03-11,toate,1285,14,1122,149
Gorj,2021-03-12,1,28,0,26,2
Gorj,2021-03-12,2,1272,11,1123,138
Gorj,2021-03-12,3,3,0,3,0
Gorj,2021-03-12,toate,1303,11,1152,140
Gorj,2021-03-13,1,46,1,42,3
Gorj,2021-03-13,2,1128,50,971,107
Gorj,2021-03-13,3,3,2,1,0
Gorj,2021-03-13,toate,1177,53,1014,110
Gorj,2021-03-14,1,40,0,40,0
Gorj,2021-03-14,2,1047,33,914,100
Gorj,2021-03-14,3,0,0,0,0
Gorj,2021-03-14,toate,1087,33,954,100
Gorj,2021-03-15,1,41,0,41,0
Gorj,2021-03-15,2,1020,43,907,70
Gorj,2021-03-15,3,2,2,0,0
Gorj,2021-03-15,toate,1063,45,948,70
Gorj,2021-03-16,1,42,0,34,8
Gorj,2021-03-16,2,1212,17,913,282
Gorj,2021-03-16,3,9,2,7,0
Gorj,2021-03-16,toate,1263,19,954,290
Gorj,2021-03-17,1,31,0,27,4
Gorj,2021-03-17,2,982,7,849,126
Gorj,2021-03-17,3,20,14,6,0
Gorj,2021-03-17,toate,1033,21,882,130
Gorj,2021-03-18,1,45,0,45,0
Gorj,2021-03-18,2,811,6,805,0
Gorj,2021-03-18,3,80,72,8,0
Gorj,2021-03-18,toate,936,78,858,0
Gorj,toate,1,682,18,625,39
Gorj,toate,2,17842,524,15381,1937
Gorj,toate,3,124,94,30,0
Gorj,toate,toate,18648,636,16036,1976
Harghita,2021-03-01,1,37,4,33,0
Harghita,2021-03-01,2,662,35,627,0
Harghita,2021-03-01,3,0,0,0,0
Harghita,2021-03-01,toate,699,39,660,0
Harghita,2021-03-02,1,21,1,20,0
Harghita,2021-03-02,2,732,27,705,0
Harghita,2021-03-02,3,1,0,1,0
Harghita,2021-03-02,toate,754,28,726,0
Harghita,2021-03-03,1,16,1,15,0
Harghita,2021-03-03,2,705,25,680,0
Harghita,2021-03-03,3,1,0,1,0
Harghita,2021-03-03,toate,722,26,696,0
Harghita,2021-03-04,1,27,2,24,1
Harghita,2021-03-04,2,861,30,732,99
Harghita,2021-03-04,3,0,0,0,0
Harghita,2021-03-04,toate,888,32,756,100
Harghita,2021-03-05,1,29,2,26,1
Harghita,2021-03-05,2,920,27,704,189
Harghita,2021-03-05,3,2,0,2,0
Harghita,2021-03-05,toate,951,29,732,190
Harghita,2021-03-06,1,53,2,51,0
Harghita,2021-03-06,2,814,45,669,100
Harghita,2021-03-06,3,0,0,0,0
Harghita,2021-03-06,toate,867,47,720,100
Harghita,2021-03-07,1,27,1,26,0
Harghita,2021-03-07,2,861,16,775,70
Harghita,2021-03-07,3,3,0,3,0
Harghita,2021-03-07,toate,891,17,804,70
Harghita,2021-03-08,1,26,0,26,0
Harghita,2021-03-08,2,841,34,717,90
Harghita,2021-03-08,3,1,0,1,0
Harghita,2021-03-08,toate,868,34,744,90
Harghita,2021-03-09,1,20,1,18,1
Harghita,2021-03-09,2,987,67,761,159
Harghita,2021-03-09,3,1,0,1,0
Harghita,2021-03-09,toate,1008,68,780,160
Harghita,2021-03-10,1,35,4,31,0
Harghita,2021-03-10,2,1078,38,910,130
Harghita,2021-03-10,3,1,0,1,0
Harghita,2021-03-10,toate,1114,42,942,130
Harghita,2021-03-11,1,38,1,35,2
Harghita,2021-03-11,2,979,27,864,88
Harghita,2021-03-11,3,1,0,1,0
Harghita,2021-03-11,toate,1018,28,900,90
Harghita,2021-03-12,1,36,3,30,3
Harghita,2021-03-12,2,1021,63,841,117
Harghita,2021-03-12,3,0,0,0,0
Harghita,2021-03-12,toate,1057,66,871,120
Harghita,2021-03-13,1,36,2,33,1
Harghita,2021-03-13,2,977,97,801,79
Harghita,2021-03-13,3,0,0,0,0
Harghita,2021-03-13,toate,1013,99,834,80
Harghita,2021-03-14,1,26,1,23,2
Harghita,2021-03-14,2,963,74,811,78
Harghita,2021-03-14,3,0,0,0,0
Harghita,2021-03-14,toate,989,75,834,80
Harghita,2021-03-15,1,31,3,19,9
Harghita,2021-03-15,2,1049,97,831,121
Harghita,2021-03-15,3,3,1,2,0
Harghita,2021-03-15,toate,1083,101,852,130
Harghita,2021-03-16,1,54,3,22,29
Harghita,2021-03-16,2,1117,86,760,271
Harghita,2021-03-16,3,7,3,4,0
Harghita,2021-03-16,toate,1178,92,786,300
Harghita,2021-03-17,1,27,1,26,0
Harghita,2021-03-17,2,957,88,838,31
Harghita,2021-03-17,3,40,1,0,39
Harghita,2021-03-17,toate,1024,90,864,70
Harghita,2021-03-18,1,41,2,33,6
Harghita,2021-03-18,2,895,65,800,30
Harghita,2021-03-18,3,72,12,6,54
Harghita,2021-03-18,toate,1008,79,839,90
Harghita,toate,1,580,34,491,55
Harghita,toate,2,16419,941,13826,1652
Harghita,toate,3,133,17,23,93
Harghita,toate,toate,17132,992,14340,1800
Hunedoara,2021-03-01,1,16,11,5,0
Hunedoara,2021-03-01,2,549,80,469,0
Hunedoara,2021-03-01,3,0,0,0,0
Hunedoara,2021-03-01,toate,565,91,474,0
Hunedoara,2021-03-02,1,9,5,4,0
Hunedoara,2021-03-02,2,677,208,469,0
Hunedoara,2021-03-02,3,1,0,1,0
Hunedoara,2021-03-02,toate,687,213,474,0
Hunedoara,2021-03-03,1,7,1,6,0
Hunedoara,2021-03-03,2,498,89,409,0
Hunedoara,2021-03-03,3,2,0,2,0
Hunedoara,2021-03-03,toate,507,90,417,0
Hunedoara,2021-03-04,1,9,3,6,0
Hunedoara,2021-03-04,2,657,115,542,0
Hunedoara,2021-03-04,3,1,0,1,0
Hunedoara,2021-03-04,toate,667,118,549,0
Hunedoara,2021-03-05,1,9,6,3,0
Hunedoara,2021-03-05,2,563,98,465,0
Hunedoara,2021-03-05,3,0,0,0,0
Hunedoara,2021-03-05,toate,572,104,468,0
Hunedoara,2021-03-06,1,20,4,16,0
Hunedoara,2021-03-06,2,744,95,649,0
Hunedoara,2021-03-06,3,1,0,1,0
Hunedoara,2021-03-06,toate,765,99,666,0
Hunedoara,2021-03-07,1,9,2,7,0
Hunedoara,2021-03-07,2,529,74,455,0
Hunedoara,2021-03-07,3,0,0,0,0
Hunedoara,2021-03-07,toate,538,76,462,0
Hunedoara,2021-03-08,1,36,9,27,0
Hunedoara,2021-03-08,2,592,90,453,49
Hunedoara,2021-03-08,3,1,0,0,1
Hunedoara,2021-03-08,toate,629,99,480,50
Hunedoara,2021-03-09,1,50,7,43,0
Hunedoara,2021-03-09,2,699,90,562,47
Hunedoara,2021-03-09,3,3,0,1,2
Hunedoara,2021-03-09,toate,752,97,606,49
Hunedoara,2021-03-10,1,32,12,19,1
Hunedoara,2021-03-10,2,721,66,626,29
Hunedoara,2021-03-10,3,3,0,2,1
Hunedoara,2021-03-10,toate,756,78,647,31
Hunedoara,2021-03-11,1,26,3,23,0
Hunedoara,2021-03-11,2,731,69,642,20
Hunedoara,2021-03-11,3,1,0,1,0
Hunedoara,2021-03-11,toate,758,72,666,20
Hunedoara,2021-03-12,1,62,3,59,0
Hunedoara,2021-03-12,2,829,77,702,50
Hunedoara,2021-03-12,3,1,0,1,0
Hunedoara,2021-03-12,toate,892,80,762,50
Hunedoara,2021-03-13,1,34,1,33,0
Hunedoara,2021-03-13,2,777,83,684,10
Hunedoara,2021-03-13,3,4,0,4,0
Hunedoara,2021-03-13,toate,815,84,721,10
Hunedoara,2021-03-14,1,12,4,8,0
Hunedoara,2021-03-14,2,575,81,494,0
Hunedoara,2021-03-14,3,2,0,2,0
Hunedoara,2021-03-14,toate,589,85,504,0
Hunedoara,2021-03-15,1,25,6,18,1
Hunedoara,2021-03-15,2,954,118,647,189
Hunedoara,2021-03-15,3,57,56,1,0
Hunedoara,2021-03-15,toate,1036,180,666,190
Hunedoara,2021-03-16,1,26,0,22,4
Hunedoara,2021-03-16,2,849,93,534,222
Hunedoara,2021-03-16,3,43,37,2,4
Hunedoara,2021-03-16,toate,918,130,558,230
Hunedoara,2021-03-17,1,20,8,12,0
Hunedoara,2021-03-17,2,888,72,627,189
Hunedoara,2021-03-17,3,47,45,2,0
Hunedoara,2021-03-17,toate,955,125,641,189
Hunedoara,2021-03-18,1,38,3,33,2
Hunedoara,2021-03-18,2,938,87,673,178
Hunedoara,2021-03-18,3,75,72,3,0
Hunedoara,2021-03-18,toate,1051,162,709,180
Hunedoara,toate,1,440,88,344,8
Hunedoara,toate,2,12770,1685,10102,983
Hunedoara,toate,3,242,210,24,8
Hunedoara,toate,toate,13452,1983,10470,999
Ialomita,2021-03-01,1,14,7,7,0
Ialomita,2021-03-01,2,538,113,425,0
Ialomita,2021-03-01,3,0,0,0,0
Ialomita,2021-03-01,toate,552,120,432,0
Ialomita,2021-03-02,1,38,11,27,0
Ialomita,2021-03-02,2,570,99,471,0
Ialomita,2021-03-02,3,0,0,0,0
Ialomita,2021-03-02,toate,608,110,498,0
Ialomita,2021-03-03,1,31,16,15,0
Ialomita,2021-03-03,2,527,104,423,0
Ialomita,2021-03-03,3,0,0,0,0
Ialomita,2021-03-03,toate,558,120,438,0
Ialomita,2021-03-04,1,35,7,28,0
Ialomita,2021-03-04,2,503,93,410,0
Ialomita,2021-03-04,3,0,0,0,0
Ialomita,2021-03-04,toate,538,100,438,0
Ialomita,2021-03-05,1,25,5,14,6
Ialomita,2021-03-05,2,609,105,400,104
Ialomita,2021-03-05,3,0,0,0,0
Ialomita,2021-03-05,toate,634,110,414,110
Ialomita,2021-03-06,1,26,10,13,3
Ialomita,2021-03-06,2,714,90,497,127
Ialomita,2021-03-06,3,0,0,0,0
Ialomita,2021-03-06,toate,740,100,510,130
Ialomita,2021-03-07,1,19,7,12,0
Ialomita,2021-03-07,2,606,103,443,60
Ialomita,2021-03-07,3,1,0,1,0
Ialomita,2021-03-07,toate,626,110,456,60
Ialomita,2021-03-08,1,19,0,17,2
Ialomita,2021-03-08,2,674,100,506,68
Ialomita,2021-03-08,3,0,0,0,0
Ialomita,2021-03-08,toate,693,100,523,70
Ialomita,2021-03-09,1,31,0,29,2
Ialomita,2021-03-09,2,847,110,679,58
Ialomita,2021-03-09,3,0,0,0,0
Ialomita,2021-03-09,toate,878,110,708,60
Ialomita,2021-03-10,1,19,3,13,3
Ialomita,2021-03-10,2,689,107,515,67
Ialomita,2021-03-10,3,0,0,0,0
Ialomita,2021-03-10,toate,708,110,528,70
Ialomita,2021-03-11,1,23,2,19,2
Ialomita,2021-03-11,2,755,128,569,58
Ialomita,2021-03-11,3,0,0,0,0
Ialomita,2021-03-11,toate,778,130,588,60
Ialomita,2021-03-12,1,24,0,23,1
Ialomita,2021-03-12,2,750,80,601,69
Ialomita,2021-03-12,3,0,0,0,0
Ialomita,2021-03-12,toate,774,80,624,70
Ialomita,2021-03-13,1,15,1,13,1
Ialomita,2021-03-13,2,632,59,514,59
Ialomita,2021-03-13,3,1,0,1,0
Ialomita,2021-03-13,toate,648,60,528,60
Ialomita,2021-03-14,1,11,1,9,1
Ialomita,2021-03-14,2,636,59,528,49
Ialomita,2021-03-14,3,3,0,3,0
Ialomita,2021-03-14,toate,650,60,540,50
Ialomita,2021-03-15,1,32,1,30,1
Ialomita,2021-03-15,2,792,73,550,169
Ialomita,2021-03-15,3,8,6,2,0
Ialomita,2021-03-15,toate,832,80,582,170
Ialomita,2021-03-16,1,51,0,30,21
Ialomita,2021-03-16,2,946,67,611,268
Ialomita,2021-03-16,3,5,3,1,1
